age,listening_time,songs_played_per_day,skip_rate,ads_listened_per_week,is_churned
19,93,15,0.15,0,0
17,225,95,0.13,0,1
54,123,27,0.26,0,0
42,98,41,0.03,0,0
23,142,6,0.34,0,0
29,298,85,0.22,0,1
21,157,64,0.4,0,1
50,291,18,0.55,0,0
57,64,82,0.5,0,0
37,254,10,0.37,31,0
17,184,20,0.47,0,0
18,281,81,0.2,0,1
17,245,23,0.19,0,0
31,18,57,0.29,0,1
21,200,94,0.41,0,1
31,82,54,0.47,6,0
47,177,52,0.44,0,0
19,177,59,0.32,48,0
55,127,65,0.06,0,1
48,19,47,0.43,0,1
41,150,51,0.55,0,1
35,273,50,0.36,0,0
18,39,38,0.25,41,1
54,253,68,0.46,0,0
41,229,79,0.53,0,1
42,86,16,0.41,0,0
38,114,71,0.34,0,0
29,259,39,0.39,0,1
18,155,79,0.32,0,0
29,262,28,0.4,9,0
33,167,99,0.22,0,0
37,244,39,0.18,0,0
30,269,21,0.53,0,0
55,54,12,0.46,0,0
44,168,40,0.56,0,1
46,150,77,0.5,0,0
44,42,38,0.55,36,1
38,178,12,0.22,0,0
48,292,21,0.26,0,0
17,98,82,0.44,24,0
39,13,15,0.05,0,0
29,109,88,0.45,0,1
58,275,13,0.59,0,0
58,146,31,0.46,0,1
46,96,91,0.37,0,1
34,258,18,0.04,0,0
58,59,46,0.42,5,0
42,55,30,0.23,0,1
49,86,67,0.19,0,1
57,179,97,0.19,0,0
55,118,13,0.42,0,0
34,89,24,0.44,0,1
36,110,4,0.37,0,0
59,233,57,0.59,0,0
46,53,28,0.08,0,0
39,201,60,0.51,0,1
35,120,6,0.19,0,0
27,145,57,0.36,19,0
43,252,51,0.42,0,0
35,15,40,0.37,0,1
30,200,80,0.28,0,0
22,149,91,0.48,0,0
54,35,50,0.47,0,0
42,241,69,0.34,0,0
36,262,90,0.39,0,1
51,119,11,0.05,0,0
49,156,19,0.4,0,0
32,41,47,0.48,0,1
51,79,61,0.11,27,1
23,261,60,0.4,0,0
33,262,42,0.41,0,1
36,231,96,0.58,25,1
39,130,36,0.58,0,0
59,93,36,0.39,0,0
52,99,41,0.49,0,1
34,32,36,0.48,0,0
29,280,84,0.51,46,0
41,104,56,0.17,0,1
40,72,13,0.6,0,0
21,151,66,0.51,0,0
35,227,39,0.44,0,0
49,261,15,0.17,0,0
21,279,45,0.16,0,0
35,70,23,0.28,0,0
31,65,51,0.19,0,0
23,187,22,0.14,0,1
34,296,98,0.03,0,0
49,174,59,0.37,0,1
21,36,59,0.07,0,0
38,30,64,0.04,42,0
59,179,54,0.17,0,0
43,84,96,0.08,0,1
49,155,54,0.42,0,0
24,71,1,0.28,0,1
39,95,14,0.56,0,0
17,294,97,0.18,0,0
49,199,10,0.11,22,1
52,46,75,0.07,0,0
37,53,32,0.24,0,1
22,131,70,0.35,0,0
36,130,25,0.05,32,1
25,101,99,0.34,0,0
21,90,65,0.4,0,0
16,230,28,0.58,0,0
39,38,28,0.02,0,0
17,298,88,0.14,37,0
33,236,56,0.17,19,0
47,73,34,0.4,0,0
22,50,30,0.03,0,1
53,176,6,0.51,0,0
42,294,79,0.45,0,0
59,265,61,0.3,0,0
28,173,31,0.43,0,0
17,48,53,0.59,0,0
29,81,21,0.19,0,0
47,52,7,0.45,0,0
38,28,51,0.09,0,0
24,141,56,0.43,0,0
47,143,99,0.29,0,0
37,222,15,0.02,0,0
51,37,87,0.44,48,0
54,278,57,0.21,0,0
52,63,99,0.41,15,0
20,111,55,0.3,0,0
31,125,56,0.21,0,0
48,115,19,0.25,0,1
40,101,57,0.26,0,0
34,31,80,0.01,0,0
22,202,34,0.19,37,0
46,74,66,0.02,0,0
39,269,27,0.52,0,0
42,170,39,0.36,0,0
59,229,96,0.09,0,1
37,51,67,0.08,0,0
30,92,37,0.39,0,0
58,10,8,0.59,0,0
16,111,47,0.33,25,0
58,26,23,0.08,0,0
49,165,16,0.33,0,1
57,59,19,0.25,0,0
44,115,54,0.49,8,1
34,293,89,0.36,0,0
44,18,51,0.38,0,1
50,31,83,0.1,0,0
47,87,30,0.45,0,1
30,45,61,0.34,0,1
30,277,85,0.2,0,1
39,45,19,0.51,13,0
18,109,20,0.04,26,1
52,293,69,0.23,0,0
20,164,33,0.34,0,1
30,250,1,0.35,0,1
26,75,73,0.5,0,1
47,80,39,0.31,43,1
19,210,33,0.33,0,0
35,52,41,0.35,7,0
36,205,60,0.43,0,0
43,165,76,0.48,0,0
36,51,91,0.31,0,0
40,239,57,0.53,29,0
53,83,6,0.03,0,0
31,18,3,0.36,0,0
37,293,96,0.55,0,0
16,229,13,0.59,0,1
28,83,38,0.27,0,0
45,83,25,0.14,0,0
50,132,14,0.5,0,1
24,160,42,0.05,0,0
43,256,4,0.42,0,0
47,119,50,0.57,0,1
29,203,93,0.26,0,1
30,66,35,0.11,0,0
36,211,36,0.19,0,1
48,228,56,0.41,0,1
43,293,94,0.54,0,0
48,102,51,0.36,0,0
18,207,90,0.02,0,0
19,43,30,0.32,0,0
37,105,70,0.15,0,0
21,110,81,0.34,0,1
37,220,58,0.06,0,0
41,84,13,0.44,0,0
36,127,17,0.1,0,0
44,149,45,0.22,0,0
23,19,46,0.34,13,0
16,57,74,0.51,0,0
52,64,78,0.46,0,0
41,68,8,0.19,0,0
48,100,52,0.31,13,0
37,172,45,0.51,0,0
39,177,61,0.28,5,1
32,78,95,0.43,26,0
41,68,8,0.34,0,0
28,45,62,0.54,24,1
59,277,57,0.2,0,1
50,50,39,0.31,13,0
28,89,80,0.31,0,0
44,196,6,0.29,0,0
16,66,19,0.22,0,1
35,149,17,0.12,0,0
17,156,52,0.44,0,0
33,224,34,0.11,0,0
37,51,33,0.17,35,1
22,237,40,0.46,13,0
48,134,81,0.24,0,0
49,195,85,0.16,0,0
33,155,17,0.58,0,0
51,32,12,0.58,0,0
57,79,12,0.08,47,0
22,93,10,0.03,12,0
50,210,26,0.01,0,1
37,89,18,0.48,0,1
32,36,2,0.52,0,0
23,213,84,0.0,0,0
58,185,68,0.58,0,0
29,102,67,0.43,0,0
18,72,11,0.46,0,1
52,196,6,0.07,37,1
55,121,69,0.42,0,1
20,203,49,0.53,0,0
52,149,79,0.12,0,1
38,130,4,0.52,0,1
59,232,80,0.25,45,0
52,207,80,0.11,0,0
36,51,9,0.41,0,0
50,88,20,0.23,0,0
16,12,98,0.22,0,0
26,13,11,0.27,0,1
57,59,87,0.24,16,0
57,158,51,0.2,42,1
30,81,30,0.35,42,0
37,49,40,0.5,0,0
53,127,75,0.39,0,1
44,105,92,0.28,0,0
49,112,71,0.19,0,0
38,274,17,0.46,0,1
55,166,17,0.13,0,1
23,288,31,0.17,42,0
40,35,43,0.12,38,0
19,232,21,0.16,0,1
42,101,49,0.31,0,0
58,95,4,0.14,0,0
38,248,57,0.06,0,0
16,184,40,0.01,9,0
56,263,52,0.3,41,0
50,160,94,0.5,16,0
18,156,82,0.03,0,1
19,32,62,0.19,40,1
49,17,85,0.46,0,1
19,283,3,0.49,0,0
51,118,80,0.23,0,0
16,182,52,0.45,0,0
36,73,80,0.15,0,1
49,151,37,0.43,0,0
16,206,42,0.07,0,1
53,38,44,0.15,0,0
22,107,13,0.55,0,0
48,105,13,0.29,0,0
24,212,61,0.07,0,0
25,170,96,0.01,0,0
16,216,27,0.31,0,0
29,117,26,0.13,0,0
48,251,11,0.24,0,0
24,275,23,0.25,0,0
34,158,84,0.1,0,1
55,185,14,0.43,30,0
29,180,9,0.34,0,0
57,201,53,0.14,0,0
30,44,30,0.58,0,1
36,103,95,0.0,0,0
32,25,84,0.01,0,0
50,198,81,0.49,0,0
56,292,90,0.1,0,0
28,60,65,0.01,0,0
37,24,86,0.11,0,0
50,246,47,0.28,0,1
21,137,75,0.05,0,0
44,17,73,0.04,34,0
58,298,85,0.35,0,0
28,110,49,0.43,13,1
17,232,88,0.22,0,1
26,199,95,0.47,49,0
18,213,1,0.35,5,1
59,109,70,0.27,0,0
21,135,80,0.03,38,0
26,78,72,0.5,0,0
32,256,91,0.38,0,0
56,14,93,0.07,0,1
55,200,50,0.04,0,0
53,126,91,0.4,0,0
30,108,89,0.09,49,0
36,70,61,0.29,0,0
50,53,5,0.36,11,1
22,265,30,0.36,0,0
56,276,51,0.09,0,1
58,141,15,0.56,0,1
27,160,20,0.51,0,0
54,106,39,0.49,0,1
16,104,99,0.11,11,0
39,49,84,0.3,0,0
46,32,29,0.19,0,0
53,187,38,0.04,0,0
55,50,96,0.22,0,0
31,56,96,0.47,46,1
58,175,33,0.37,0,1
51,212,97,0.29,0,0
37,291,24,0.36,30,0
16,149,29,0.25,0,0
58,204,98,0.09,0,0
19,63,61,0.1,0,0
59,283,3,0.37,0,0
23,241,87,0.26,0,0
51,208,89,0.11,0,1
43,163,34,0.37,0,0
33,291,31,0.29,39,0
52,154,88,0.39,0,0
45,229,68,0.05,0,0
47,100,20,0.46,6,1
58,183,33,0.5,0,1
40,31,34,0.29,0,0
35,223,97,0.08,27,0
33,105,67,0.57,0,1
20,158,41,0.07,0,1
30,150,47,0.51,43,0
35,182,38,0.53,40,0
31,105,67,0.19,0,0
22,163,55,0.01,0,1
24,52,86,0.28,0,0
53,249,61,0.28,39,0
48,88,31,0.05,0,0
32,10,24,0.47,0,0
36,273,34,0.38,13,0
21,145,29,0.55,36,0
29,212,94,0.47,5,1
39,290,89,0.4,0,0
28,26,36,0.47,35,0
38,96,90,0.07,0,0
17,258,80,0.16,0,0
56,129,25,0.48,0,0
54,179,10,0.14,0,0
24,249,5,0.53,0,1
40,171,45,0.42,0,0
23,230,3,0.41,0,1
49,78,22,0.48,48,1
45,210,68,0.46,6,0
28,98,25,0.59,0,1
53,174,78,0.56,44,0
51,253,1,0.01,0,0
39,172,55,0.27,0,0
53,13,39,0.44,0,0
55,166,55,0.28,32,0
54,136,86,0.55,0,1
21,286,35,0.55,13,0
48,162,68,0.39,44,0
40,31,48,0.33,0,0
31,205,53,0.13,0,1
42,184,90,0.51,0,1
18,113,5,0.27,0,1
55,163,55,0.6,0,0
46,54,47,0.06,0,0
51,107,50,0.27,0,0
17,270,27,0.43,44,0
57,54,65,0.01,35,1
29,215,38,0.55,0,1
32,58,97,0.27,0,1
52,146,63,0.16,0,0
53,208,25,0.31,0,1
20,82,12,0.56,37,0
23,287,64,0.05,0,0
30,279,32,0.59,0,0
49,34,93,0.37,0,0
50,57,91,0.21,13,0
56,93,83,0.02,0,0
55,62,57,0.58,7,0
47,248,23,0.35,0,0
39,247,41,0.17,23,0
30,285,39,0.35,0,0
59,251,21,0.02,0,0
45,263,71,0.18,0,0
44,256,43,0.51,11,1
31,145,7,0.01,41,0
23,47,85,0.42,0,0
41,235,72,0.28,0,0
37,274,34,0.01,0,0
45,194,40,0.59,0,0
48,272,96,0.34,46,0
23,246,24,0.28,0,1
58,227,82,0.42,0,1
26,13,39,0.31,0,0
46,65,88,0.43,0,0
24,52,21,0.52,5,0
35,185,91,0.24,0,0
41,234,7,0.22,22,1
49,73,39,0.11,0,0
41,81,6,0.47,0,0
54,242,1,0.35,0,0
58,253,98,0.17,0,0
20,161,93,0.01,0,0
18,209,2,0.11,0,0
18,141,42,0.57,0,0
18,174,1,0.3,0,0
35,94,33,0.54,0,1
24,276,90,0.17,0,1
21,190,8,0.36,0,0
32,61,91,0.47,0,0
53,96,10,0.59,15,1
56,202,82,0.41,0,0
21,91,20,0.56,0,0
20,112,41,0.17,49,1
41,273,57,0.46,0,1
37,194,62,0.04,0,1
54,174,89,0.3,0,1
53,222,72,0.6,0,0
44,89,80,0.32,0,0
41,41,77,0.04,24,1
17,234,98,0.4,25,0
59,62,99,0.55,5,0
53,44,64,0.35,0,0
53,16,79,0.44,0,1
59,276,23,0.45,0,1
31,173,28,0.42,0,0
24,163,9,0.22,25,0
21,142,80,0.01,0,0
43,37,50,0.16,0,0
49,269,82,0.42,5,1
24,287,70,0.37,0,0
49,170,45,0.21,0,0
53,27,14,0.2,21,0
48,58,18,0.02,0,0
38,98,19,0.42,0,0
48,287,44,0.07,10,0
53,232,94,0.12,0,1
59,67,79,0.21,0,0
52,44,43,0.03,0,0
45,83,40,0.52,0,0
23,242,14,0.24,0,0
46,196,77,0.51,0,0
17,93,49,0.54,0,1
35,138,68,0.38,12,1
16,239,36,0.17,13,0
20,99,58,0.17,0,1
55,235,60,0.13,0,1
18,235,86,0.57,0,0
23,105,55,0.55,0,0
52,80,13,0.56,0,0
42,230,62,0.3,0,0
50,235,3,0.55,0,1
36,133,88,0.5,49,0
25,266,50,0.54,0,0
55,21,66,0.33,0,0
56,265,50,0.05,19,0
48,191,75,0.41,0,0
38,84,86,0.38,0,0
16,30,40,0.32,37,0
53,270,7,0.41,0,0
19,142,68,0.23,0,0
45,53,18,0.38,22,1
44,144,3,0.58,0,1
23,273,37,0.32,0,1
58,122,61,0.2,0,1
20,103,19,0.33,0,1
37,197,19,0.22,0,0
50,184,4,0.57,0,0
48,46,58,0.57,21,1
39,113,51,0.53,0,0
25,220,89,0.56,33,1
47,66,62,0.49,0,0
52,161,7,0.46,0,1
19,102,34,0.36,43,0
37,276,21,0.07,20,0
33,17,89,0.07,0,0
41,286,72,0.14,0,0
38,163,54,0.42,0,0
39,68,43,0.1,5,1
17,164,18,0.13,0,0
51,296,10,0.21,0,0
22,166,97,0.54,0,0
32,217,77,0.34,0,0
22,282,93,0.1,0,0
42,283,63,0.51,35,0
19,245,9,0.07,42,0
17,224,5,0.25,0,0
45,178,97,0.52,0,0
21,211,86,0.09,0,0
55,88,37,0.09,0,0
37,90,89,0.4,0,0
32,272,38,0.34,20,0
18,238,88,0.22,42,0
32,249,97,0.41,0,0
21,58,59,0.42,0,1
51,181,42,0.58,0,0
45,171,44,0.43,0,0
57,109,69,0.3,0,0
31,282,3,0.57,0,0
44,255,74,0.43,0,0
46,222,48,0.58,42,0
51,282,15,0.22,0,0
51,250,72,0.12,40,1
52,15,67,0.41,0,1
55,157,35,0.19,0,0
31,30,42,0.06,44,0
23,155,88,0.34,9,0
34,122,9,0.53,0,1
30,23,55,0.12,0,0
57,249,52,0.31,0,0
33,66,53,0.03,0,0
49,236,9,0.6,0,1
25,81,99,0.39,0,0
32,182,37,0.39,0,1
28,252,5,0.4,0,0
54,229,81,0.59,0,0
20,61,1,0.27,43,1
47,96,74,0.16,0,0
24,98,17,0.17,0,0
28,108,68,0.0,21,1
18,255,33,0.55,45,0
25,251,68,0.28,14,0
16,60,12,0.19,0,0
57,221,22,0.57,0,0
39,239,39,0.1,0,0
21,33,30,0.58,0,0
58,282,35,0.45,0,0
26,67,60,0.31,0,0
46,157,71,0.52,0,0
22,203,92,0.35,0,0
37,245,13,0.17,19,0
55,176,91,0.2,0,0
49,288,46,0.05,0,0
49,290,2,0.43,35,0
21,193,99,0.54,48,0
53,39,30,0.56,0,0
22,259,43,0.32,34,0
45,181,69,0.59,0,0
35,286,56,0.04,0,1
18,255,75,0.57,0,0
43,130,49,0.1,0,0
48,167,54,0.48,7,1
51,70,51,0.45,0,0
32,72,70,0.47,46,0
41,272,3,0.47,0,0
16,94,39,0.08,35,0
38,294,63,0.21,35,0
20,166,37,0.44,20,0
37,256,79,0.22,25,0
30,154,13,0.33,0,0
47,73,59,0.42,0,0
38,80,15,0.47,0,0
51,227,5,0.53,45,1
48,284,97,0.15,0,0
26,94,57,0.55,0,0
21,11,3,0.48,0,1
23,137,24,0.21,26,0
28,45,97,0.39,0,0
59,48,37,0.29,0,1
57,97,30,0.33,0,1
46,217,42,0.13,0,0
53,36,67,0.21,0,0
32,112,91,0.28,0,0
29,290,28,0.39,0,1
54,109,32,0.54,0,0
36,214,15,0.57,0,0
47,100,26,0.06,0,1
29,298,35,0.24,10,0
48,176,19,0.23,0,1
41,40,44,0.39,43,0
20,179,67,0.49,0,1
42,89,99,0.21,15,0
52,297,63,0.1,0,0
28,217,47,0.36,0,0
40,220,86,0.42,0,1
59,225,77,0.55,27,0
47,88,87,0.56,24,0
56,186,2,0.36,0,0
34,266,81,0.45,31,0
26,296,6,0.35,0,0
28,180,88,0.28,0,1
25,128,77,0.03,0,1
45,284,90,0.48,0,0
32,209,12,0.51,0,1
35,158,78,0.2,0,0
37,120,84,0.55,0,1
55,54,27,0.31,0,1
25,149,92,0.33,0,1
22,117,73,0.31,0,1
35,270,39,0.29,30,0
59,65,24,0.04,0,0
48,126,22,0.58,45,0
24,267,54,0.02,0,1
20,241,68,0.22,0,0
41,75,7,0.38,35,1
18,237,63,0.1,0,0
47,18,22,0.59,43,0
36,183,29,0.53,0,0
36,285,97,0.09,0,0
44,296,90,0.15,26,1
51,265,81,0.36,0,0
38,74,47,0.19,23,0
59,187,79,0.31,0,1
49,146,83,0.08,0,1
31,79,40,0.18,23,1
26,227,1,0.19,0,0
31,64,83,0.18,0,1
47,117,12,0.36,0,0
30,109,76,0.41,0,0
52,262,88,0.23,0,0
37,209,37,0.02,0,0
37,113,85,0.23,27,1
57,210,7,0.25,0,0
52,187,94,0.47,0,0
49,54,56,0.39,0,0
31,21,82,0.21,0,0
25,120,43,0.15,11,0
59,35,27,0.29,0,0
28,240,31,0.56,0,0
21,260,54,0.36,0,1
36,72,65,0.43,24,0
34,167,31,0.32,41,0
46,216,74,0.25,0,0
34,114,41,0.05,36,0
59,19,97,0.3,0,1
33,52,50,0.18,0,1
50,125,7,0.14,49,0
43,252,94,0.07,26,1
54,237,72,0.1,0,0
46,152,88,0.02,0,0
20,120,46,0.0,16,1
28,182,47,0.51,0,0
24,114,88,0.35,33,0
29,107,23,0.52,17,1
48,205,49,0.55,0,0
41,241,13,0.13,0,1
34,260,97,0.23,0,0
25,264,27,0.05,24,0
17,48,34,0.48,44,0
27,194,27,0.52,43,1
42,226,65,0.16,0,0
28,299,96,0.49,0,1
22,279,20,0.51,0,0
30,183,61,0.32,36,0
51,253,19,0.15,0,0
17,123,2,0.5,0,0
57,154,98,0.56,0,0
19,200,34,0.14,0,1
37,57,93,0.08,0,1
56,290,84,0.05,30,0
54,193,50,0.15,0,1
48,164,70,0.15,0,0
21,281,84,0.34,5,0
46,56,8,0.17,0,0
31,147,27,0.24,0,0
16,177,34,0.15,0,0
18,157,48,0.44,18,1
44,27,96,0.04,27,1
41,26,42,0.19,0,0
58,297,56,0.53,0,1
54,108,65,0.26,0,0
42,127,97,0.49,0,0
27,291,11,0.51,0,1
44,278,37,0.52,0,0
27,207,78,0.37,7,0
41,166,86,0.03,0,0
41,196,51,0.35,14,0
35,218,97,0.53,13,0
21,58,24,0.47,0,0
36,140,35,0.37,0,1
41,64,38,0.54,0,0
57,151,61,0.51,0,1
49,56,51,0.31,0,0
17,50,13,0.45,0,0
32,106,44,0.58,0,0
54,297,79,0.14,46,0
47,52,43,0.04,48,0
18,118,66,0.4,0,1
33,107,18,0.42,0,1
36,60,41,0.38,0,0
51,153,62,0.42,0,0
53,192,56,0.43,0,0
21,118,87,0.27,0,0
48,118,41,0.44,7,0
21,125,82,0.43,0,0
52,238,98,0.32,0,0
41,134,78,0.29,36,0
37,216,57,0.12,44,1
59,126,98,0.13,0,0
46,264,85,0.27,0,0
52,296,32,0.24,0,0
28,89,22,0.13,0,0
19,64,55,0.31,0,0
40,88,88,0.06,0,0
21,58,37,0.07,0,0
21,266,15,0.41,8,0
20,107,85,0.1,0,0
50,191,46,0.28,0,0
39,114,71,0.4,0,0
44,148,62,0.0,37,0
22,275,18,0.12,0,0
22,269,11,0.06,0,0
34,41,79,0.05,39,1
59,155,41,0.16,0,0
27,238,54,0.3,0,1
35,167,30,0.55,0,0
44,48,61,0.26,0,0
57,264,91,0.28,0,0
48,124,23,0.47,0,0
42,106,98,0.59,0,0
41,67,18,0.54,40,0
53,129,54,0.12,0,0
22,123,41,0.49,0,0
44,274,49,0.43,0,0
43,250,60,0.37,0,0
45,248,14,0.45,0,0
33,110,11,0.52,19,0
42,271,99,0.34,0,0
18,154,71,0.24,0,0
18,298,12,0.18,47,1
21,113,78,0.25,19,1
31,100,70,0.43,0,0
20,276,18,0.15,0,1
18,290,31,0.45,0,0
19,75,76,0.28,0,0
57,47,59,0.09,0,1
32,210,70,0.34,0,0
24,199,90,0.55,0,0
58,28,98,0.33,0,0
22,111,50,0.4,0,0
20,226,11,0.06,0,0
29,277,8,0.18,0,0
29,79,40,0.12,8,1
16,153,14,0.46,0,0
59,39,5,0.37,0,0
31,123,60,0.17,17,0
22,287,17,0.42,40,0
28,185,45,0.3,0,0
45,196,42,0.13,0,0
25,74,5,0.25,0,0
35,152,63,0.14,0,1
30,28,86,0.26,42,1
59,169,20,0.18,0,1
22,274,37,0.05,0,0
29,74,99,0.49,0,1
19,182,2,0.53,0,1
34,222,77,0.18,0,0
45,93,96,0.5,0,0
50,82,45,0.15,0,0
37,255,39,0.23,49,0
28,223,62,0.3,0,0
29,257,43,0.53,0,0
52,126,59,0.45,0,1
19,288,29,0.13,41,0
55,94,24,0.3,0,0
17,282,90,0.2,0,0
47,55,73,0.41,0,1
50,94,89,0.33,0,0
25,280,26,0.42,0,0
41,55,12,0.2,17,0
44,41,46,0.25,0,0
57,207,22,0.15,0,0
59,25,32,0.2,38,0
54,297,53,0.34,0,1
48,123,70,0.41,0,1
59,25,41,0.42,0,1
35,262,54,0.32,19,0
21,65,63,0.34,6,0
28,27,40,0.2,0,0
33,126,49,0.45,0,0
19,235,86,0.36,0,0
24,105,48,0.38,0,1
59,51,30,0.03,0,1
20,181,33,0.07,38,0
59,126,21,0.05,0,1
27,220,93,0.34,0,0
25,26,24,0.01,42,0
26,105,39,0.19,0,0
47,147,38,0.21,0,0
45,271,6,0.09,0,0
56,241,39,0.42,0,1
28,289,11,0.55,0,1
16,27,99,0.15,0,0
19,23,50,0.43,0,0
36,213,29,0.34,0,0
26,103,85,0.1,0,0
53,57,90,0.5,15,0
53,219,92,0.13,6,0
21,289,63,0.2,35,0
53,111,65,0.28,0,0
19,159,60,0.04,0,0
59,32,88,0.12,17,0
42,256,12,0.51,0,1
51,299,71,0.58,0,1
22,291,97,0.24,0,0
37,12,22,0.32,0,1
58,34,58,0.16,0,0
43,71,84,0.47,0,1
39,91,44,0.08,43,0
51,272,53,0.26,32,1
30,158,52,0.54,0,0
42,264,50,0.58,0,0
45,266,84,0.17,0,0
38,32,44,0.19,0,0
52,29,23,0.11,30,0
23,122,28,0.56,0,0
47,193,55,0.0,0,1
47,30,10,0.38,37,0
21,103,82,0.37,0,1
40,136,36,0.24,0,0
42,177,60,0.04,0,0
22,77,88,0.33,0,0
30,175,84,0.04,0,1
54,118,25,0.16,0,1
48,161,57,0.47,0,1
50,216,6,0.39,8,0
47,108,56,0.28,0,0
32,119,39,0.45,0,0
20,18,9,0.05,0,1
25,264,43,0.51,0,0
53,44,78,0.16,0,0
16,156,16,0.14,0,0
31,11,4,0.5,0,0
51,213,72,0.11,0,0
55,239,66,0.1,0,0
57,161,56,0.6,0,0
23,150,20,0.16,0,0
45,80,28,0.37,0,0
22,99,43,0.17,0,0
20,29,6,0.31,0,0
32,109,84,0.15,0,0
28,281,50,0.27,0,0
23,254,46,0.49,0,0
57,18,62,0.47,0,0
25,173,71,0.38,0,0
21,126,31,0.46,15,1
43,252,68,0.13,0,0
52,126,95,0.38,0,0
44,251,57,0.37,0,0
30,271,68,0.43,44,0
27,245,55,0.38,0,0
31,89,43,0.11,40,0
29,218,70,0.35,0,0
49,50,49,0.21,0,0
19,178,84,0.13,0,1
48,164,40,0.54,0,0
17,249,72,0.22,0,1
57,221,22,0.44,32,1
30,14,88,0.03,0,0
24,185,49,0.11,0,1
40,12,93,0.19,0,0
56,108,69,0.54,0,0
58,290,49,0.14,44,1
20,237,27,0.42,0,0
58,264,80,0.28,0,0
33,295,1,0.03,0,1
36,131,16,0.5,0,0
41,192,81,0.43,0,0
24,253,74,0.07,0,0
27,27,18,0.03,0,0
50,26,68,0.09,0,0
21,161,49,0.34,0,0
51,140,53,0.37,20,1
22,215,32,0.44,22,0
35,192,90,0.56,0,1
48,184,12,0.56,0,0
51,135,49,0.35,0,1
57,121,86,0.08,0,1
33,101,72,0.19,0,0
24,26,2,0.57,0,1
26,12,62,0.44,0,0
55,195,13,0.49,0,1
49,256,96,0.16,0,0
50,297,44,0.34,26,1
25,150,41,0.42,0,0
32,167,4,0.56,35,0
55,160,66,0.47,0,0
48,148,56,0.6,0,1
57,39,24,0.16,0,1
30,10,57,0.05,5,0
35,184,64,0.24,0,0
45,102,18,0.08,0,0
53,256,60,0.06,35,1
49,200,91,0.47,0,0
53,58,63,0.45,45,0
35,65,67,0.27,0,0
22,40,98,0.44,0,0
57,186,30,0.03,49,1
47,281,5,0.5,39,1
36,32,98,0.54,0,0
42,131,87,0.09,12,0
42,207,75,0.04,0,0
50,281,40,0.31,0,0
32,189,95,0.17,0,1
45,124,5,0.18,0,1
58,42,45,0.21,0,0
20,13,48,0.52,40,0
31,230,54,0.31,0,1
35,129,59,0.02,32,0
32,138,67,0.3,0,1
58,120,74,0.27,0,0
38,203,32,0.08,0,0
30,43,99,0.51,0,0
27,12,74,0.14,0,0
40,211,43,0.17,0,1
22,63,26,0.17,9,0
44,46,26,0.23,0,0
17,23,75,0.16,46,0
47,297,34,0.38,0,0
30,283,13,0.02,0,0
58,103,54,0.28,0,1
51,32,59,0.02,0,0
48,105,17,0.32,0,0
51,276,25,0.05,0,1
57,104,78,0.42,43,0
44,196,36,0.42,0,0
51,24,37,0.11,12,0
36,12,98,0.29,0,0
52,210,9,0.05,0,0
27,81,80,0.57,0,0
53,267,47,0.49,0,0
43,132,25,0.27,0,0
50,94,64,0.49,47,1
16,160,15,0.03,0,0
16,23,43,0.42,0,0
26,12,97,0.14,0,1
40,103,39,0.08,0,1
35,80,77,0.52,26,0
57,194,55,0.01,0,0
19,34,18,0.06,0,0
54,112,77,0.32,15,0
42,170,87,0.53,0,0
20,224,34,0.08,19,1
57,113,60,0.21,39,0
39,220,18,0.05,18,0
20,269,4,0.31,0,0
32,25,28,0.44,0,0
52,204,23,0.35,10,0
46,178,24,0.29,0,0
28,65,82,0.36,40,1
56,217,34,0.15,0,0
16,130,80,0.51,0,0
52,61,29,0.25,34,0
53,196,3,0.07,0,0
34,265,96,0.3,20,0
47,191,44,0.53,0,0
37,171,42,0.15,32,0
53,292,72,0.29,0,1
54,99,95,0.22,27,0
24,212,7,0.58,0,0
49,279,85,0.34,0,1
41,64,70,0.49,18,0
42,224,63,0.32,0,1
58,134,13,0.01,0,0
52,223,47,0.18,0,0
40,242,18,0.37,0,0
24,13,27,0.5,0,0
43,78,3,0.32,33,0
52,132,80,0.49,0,0
47,150,22,0.1,0,1
31,56,19,0.47,0,1
23,280,46,0.0,0,0
22,271,14,0.41,0,0
21,40,61,0.06,0,0
56,110,42,0.4,16,1
24,67,43,0.58,0,0
18,195,37,0.26,47,0
40,29,20,0.57,0,0
40,83,68,0.39,0,1
49,264,16,0.52,0,0
34,204,11,0.03,0,0
51,77,25,0.24,0,0
25,166,5,0.4,0,0
56,164,66,0.3,34,0
21,168,89,0.26,0,0
50,138,11,0.24,0,0
46,100,46,0.56,0,0
40,190,81,0.09,0,0
30,42,99,0.05,35,0
50,140,89,0.24,0,0
49,295,93,0.13,0,1
33,75,8,0.24,0,0
51,147,77,0.09,0,0
42,74,51,0.27,0,0
39,183,28,0.34,0,0
56,245,10,0.5,0,0
27,196,25,0.58,0,0
46,37,94,0.37,0,0
22,52,95,0.46,0,0
48,94,10,0.18,9,0
53,153,84,0.18,0,0
42,188,35,0.15,0,0
29,42,51,0.6,0,0
24,73,18,0.55,33,0
39,174,82,0.24,17,0
23,137,5,0.38,16,0
57,183,58,0.0,0,0
19,179,61,0.19,0,1
18,116,85,0.19,29,1
50,241,7,0.56,22,1
20,88,83,0.55,32,1
49,287,52,0.27,34,0
